G,speed,plvD_r,aecD_r,plvT_r,aecT_r,plvA_r,aecA_r,plvB_r,aecB_r,plvG_r,aecG_r,Average,PLVavg,AECavg
18.4,6.7,0.210879813,0.007114545,0.297117837,0.257997083,0.290020359,0.307465749,0.212481654,0.215083707,0.137915201,0.10736151,0.204343746,0.229682973,0.179004519
19.4,8.3,0.104134637,0.083551308,0.265952124,0.243517707,0.301295803,0.341363161,0.263622956,0.16700836,0.179377479,0.092700601,0.204252414,0.2228766,0.185628227
18,4.1,0.210507602,0.042144007,0.308373273,0.244110947,0.319339362,0.247218089,0.193256572,0.142910919,0.211459135,0.122824466,0.204214437,0.248587189,0.159841686
18,7.3,0.237756941,0.031755871,0.293166958,0.228376062,0.307605227,0.301079324,0.212889661,0.166781872,0.185614389,0.076804355,0.204183066,0.247406635,0.160959497
18,3.9,0.149029361,0.067323375,0.304722743,0.294243026,0.321314966,0.27803923,0.206931345,0.122775593,0.202491026,0.094777182,0.204164785,0.236897888,0.171431681
18,9.7,0.230261465,0.070655632,0.216479083,0.322455168,0.221931355,0.315280474,0.236476454,0.236151044,0.136002115,0.055856478,0.204154927,0.208230094,0.200079759
17.4,3.5,0.177088034,0.027392169,0.290485062,0.322756263,0.324487231,0.28830551,0.194052942,0.122874964,0.21843435,0.0739141,0.203979063,0.240909524,0.167048601
14.4,4.3,0.146077735,0.101174218,0.389715602,0.18076343,0.274555219,0.163302503,0.147292795,0.195168655,0.225078763,0.216126055,0.203925498,0.236544023,0.171306972
18,7.5,0.214368456,0.014195546,0.269973509,0.31075438,0.271414507,0.330865627,0.21876165,0.206289383,0.163315296,0.038597567,0.203853592,0.227566684,0.180140501
14,3.9,0.147820651,0.15270635,0.33422969,0.195786669,0.225143683,0.13714286,0.140069506,0.25999268,0.230286645,0.214929673,0.203810841,0.215510035,0.192111646
18.2,5.9,0.178769133,0.09658796,0.298540076,0.330514681,0.286835748,0.280807944,0.188341923,0.14351562,0.154533362,0.079201604,0.203764805,0.221404048,0.186125562
19.2,7.5,0.218057479,0.064158848,0.2698457,0.253051119,0.292497436,0.311895073,0.238947707,0.164167349,0.135049313,0.089068982,0.203673901,0.230879527,0.176468274
19,7.1,0.187669435,0.011601357,0.27118026,0.278242684,0.274141253,0.30839784,0.265029488,0.172741069,0.144597581,0.122043076,0.203564404,0.228523603,0.178605205
18.6,4.7,0.18649419,0.085255629,0.2919584,0.243624185,0.297367328,0.324711815,0.210540192,0.12134776,0.2000534,0.072262179,0.203361508,0.237282702,0.169440314
19.2,4.3,0.200685282,0.115907031,0.261506276,0.222839685,0.276135958,0.294544833,0.254279337,0.119532526,0.21237164,0.07552357,0.203332614,0.240995699,0.165669529
17.8,6.7,0.202669022,0.010156577,0.274123824,0.301215136,0.300483414,0.33574686,0.192046118,0.179374837,0.166103766,0.070886485,0.203280604,0.227085229,0.179475979
19.2,5.1,0.175107836,0.081915736,0.277754464,0.220675342,0.29259363,0.349635604,0.238621495,0.097644921,0.222900223,0.072951619,0.202980087,0.24139553,0.164564644
18.4,5.1,0.214596853,0.076747619,0.310036118,0.229351037,0.316911015,0.300490085,0.210768022,0.164413289,0.145533359,0.059710905,0.20285583,0.239569073,0.166142587
18,5.3,0.210225615,0.051354418,0.303100493,0.266319829,0.316988268,0.311397803,0.198698046,0.135612584,0.148987853,0.085421083,0.202810599,0.235600055,0.170021143
15.8,9.1,0.081401272,0.073968409,0.306202995,0.192382001,0.397880243,0.287276024,0.273865926,0.158980871,0.076562468,0.179084628,0.202760484,0.227182581,0.178338387
18.4,5.9,0.189525774,0.050212127,0.284006868,0.269229341,0.276850252,0.341743873,0.213307229,0.178475356,0.174046887,0.049249594,0.20266473,0.227547402,0.177782058
17.8,7.1,0.278977935,0.04000552,0.161696567,0.370021117,0.146173576,0.381497265,0.186601281,0.22070809,0.160071473,0.080141107,0.202589393,0.186704166,0.21847462
18,8.9,0.239126834,0.085423939,0.21662189,0.29233689,0.226622004,0.338173593,0.217252902,0.175459924,0.138763291,0.096046107,0.202582737,0.207677384,0.197488091
18.8,9.5,0.175281878,0.00298523,0.274027044,0.343379344,0.273639067,0.354103385,0.230168389,0.167204157,0.129107606,0.075855916,0.202575202,0.216444797,0.188705606
18,9.5,0.230189557,0.018999584,0.210215789,0.315187169,0.190884825,0.297717973,0.237984349,0.275760462,0.148123249,0.099715318,0.202477828,0.203479554,0.201476101
18.8,6.7,0.166433238,0.0446823,0.273592862,0.299556574,0.27485721,0.348604419,0.233044805,0.15730539,0.163944294,0.062014059,0.202403515,0.222374482,0.182432548
18,3.7,0.166074872,0.107192986,0.27985126,0.262314833,0.293705323,0.288670807,0.186152686,0.127512033,0.20367078,0.108390516,0.20235361,0.225890984,0.178816235
18.6,3.9,0.185551513,0.135904938,0.28699136,0.228921821,0.274072116,0.278972567,0.240979505,0.126275346,0.205286799,0.059629841,0.202258581,0.238576259,0.165940903
18.4,9.1,0.158205805,0.051983449,0.283369052,0.289527911,0.284414421,0.324008304,0.240303716,0.164328039,0.135298847,0.090518088,0.202195763,0.220318368,0.184073158
17.8,8.3,0.249320379,0.039948718,0.180060199,0.334957336,0.18483436,0.313410415,0.217622676,0.227218603,0.157462076,0.115391502,0.202022626,0.197859938,0.206185315
18,4.5,0.202965802,0.040214777,0.276025171,0.26786542,0.289074863,0.294300053,0.215616405,0.149671164,0.183283797,0.099119127,0.201813658,0.233393208,0.170234108
14.6,1.9,0.220273074,0.202468038,0.2633099,0.229272484,0.271411899,0.095679523,0.186378001,0.189046755,0.210011841,0.148369332,0.201622085,0.230276943,0.172967226
14.8,4.7,0.163717921,0.14964659,0.332563062,0.198202048,0.302219927,0.234680567,0.139406457,0.148478836,0.202512907,0.144361226,0.201578954,0.228084055,0.175073853
17,4.3,0.240776123,0.051269402,0.203402237,0.308689194,0.243629852,0.318851047,0.169657297,0.212574818,0.207204956,0.059417771,0.20154727,0.212934093,0.190160446
19.2,7.1,0.172743738,0.074062591,0.264581564,0.231789529,0.280114935,0.311347513,0.269732085,0.156974696,0.168715896,0.084078894,0.201414144,0.231177644,0.171650645
19.2,8.7,0.171728822,0.069230656,0.271565427,0.283276454,0.287018671,0.304414237,0.262457879,0.157928857,0.137640751,0.068073591,0.201333535,0.22608231,0.176584759
15,1.9,0.164266972,0.21990497,0.245925463,0.220245609,0.275949384,0.203574137,0.178604302,0.179982532,0.19760244,0.127268844,0.201332465,0.212469712,0.190195218
18.2,6.7,0.202020016,0.034937642,0.297480312,0.335194698,0.285048963,0.341801558,0.187130739,0.162545955,0.085775318,0.081348264,0.201328347,0.21149107,0.191165623
18.8,9.9,0.155263908,0.004644835,0.223540352,0.299756751,0.220141982,0.407085714,0.228806869,0.207026434,0.185476721,0.081267769,0.201301134,0.202645966,0.199956301
19,8.3,0.209431256,0.051552257,0.259287323,0.303118398,0.263430334,0.340612591,0.255347954,0.15016136,0.134426792,0.04405702,0.201142529,0.224384732,0.177900325
15.4,1.5,0.244877876,0.112760497,0.29982393,0.208169725,0.329714882,0.199281054,0.243055911,0.127975831,0.152530759,0.09262518,0.201081565,0.254000672,0.148162457
15.4,2.3,0.15240976,0.244933002,0.235995172,0.256074492,0.245109835,0.18084082,0.138375691,0.186791814,0.206693061,0.161769268,0.200899292,0.195716704,0.206081879
16,3.1,0.103982053,0.196182124,0.242496972,0.317364884,0.251425306,0.165278755,0.100362982,0.229784757,0.233978887,0.1675148,0.200837152,0.18644924,0.215225064
16,2.1,0.267704898,0.075767395,0.245106231,0.326498806,0.312071124,0.178541818,0.169590133,0.181573115,0.197912276,0.053533597,0.200829939,0.238476932,0.163182946
15.6,1.5,0.266454448,0.123757232,0.264103994,0.220530692,0.314577326,0.174044246,0.258752321,0.158436375,0.153335358,0.07377399,0.200776598,0.251444689,0.150108507
16,7.3,0.138774572,0.104829587,0.346669382,0.239420118,0.341164046,0.207075056,0.230650928,0.133022933,0.113426748,0.151060009,0.200609338,0.234137135,0.167081541
19.8,7.9,0.210008234,0.042065671,0.217580871,0.264348493,0.216296247,0.351579687,0.291682465,0.174541458,0.138444254,0.099357483,0.200590486,0.214802414,0.186378558
16,10.1,0.10459291,0.069435997,0.333123156,0.2070369,0.343632303,0.287600637,0.242640253,0.170723733,0.085059147,0.161114688,0.200495972,0.221809554,0.179182391
17.4,4.3,0.216916924,0.005424419,0.248060268,0.333835612,0.267645268,0.304561543,0.182863382,0.176208891,0.187237941,0.081931287,0.200468554,0.220544757,0.18039235
14.2,7.5,0.127778244,0.013584241,0.326715643,0.225110636,0.36110393,0.157655114,0.245427487,0.29883055,0.061209414,0.184397447,0.200181271,0.224446944,0.175915598
19.2,7.9,0.185251539,0.066032415,0.248510191,0.265424245,0.242142591,0.284015734,0.26359977,0.199169295,0.16674007,0.080837313,0.200172316,0.221248832,0.1790958
18,3.1,0.201368131,0.100840341,0.310574639,0.205934532,0.312748479,0.196111362,0.249591951,0.11387828,0.217942682,0.09227698,0.200126738,0.258445176,0.141808299
16,11.3,0.069075052,0.042381097,0.304000204,0.177893008,0.40674636,0.276641011,0.315407926,0.164742173,0.06479891,0.179230874,0.200091662,0.23200569,0.168177633
17.4,2.7,0.214840792,0.085652473,0.298928421,0.271560852,0.332049757,0.194649173,0.212655494,0.07840331,0.225029584,0.085775683,0.199954554,0.25670081,0.143208298
17.6,5.1,0.231776325,0.068101347,0.256933094,0.275632777,0.287294984,0.276603061,0.204054699,0.159746782,0.165542237,0.072600505,0.199828581,0.229120268,0.170536894
19.6,8.3,0.181668406,0.006886128,0.244745736,0.256615601,0.246657142,0.3369713,0.291021662,0.178893761,0.152981724,0.100885428,0.199732689,0.223414934,0.176050444
17.6,3.5,0.191084408,0.06776649,0.297457176,0.271683092,0.317435323,0.246456606,0.165560777,0.119351795,0.240185295,0.07892779,0.199590875,0.242344596,0.156837155
18.2,5.5,0.167096414,0.045166905,0.279477332,0.278875821,0.276963242,0.360442121,0.216221924,0.143104315,0.165041867,0.057787191,0.199017713,0.220960156,0.177075271
17.8,2.7,0.184696431,0.015180511,0.324902948,0.258869401,0.33775493,0.225425439,0.202321685,0.138897762,0.228337871,0.070496074,0.198688305,0.255602773,0.141773837
19.6,8.7,0.127260156,0.094040251,0.216589344,0.318986543,0.223982483,0.36551659,0.283501595,0.138109731,0.176591797,0.041937891,0.198651638,0.205585075,0.191718201
19.6,9.5,0.210260601,0.036438222,0.239459826,0.284948093,0.238173336,0.316372844,0.302988648,0.156402971,0.123911744,0.076897824,0.198585411,0.222958831,0.174211991
18.8,8.3,0.163648435,-0.013643857,0.259163111,0.341275424,0.277939017,0.325906175,0.23824301,0.188436186,0.15515437,0.048326618,0.198444849,0.218829589,0.178060109
14,3.7,0.142814224,0.093792058,0.341287222,0.2371773,0.226120609,0.144679045,0.127069772,0.252282863,0.207358263,0.21118706,0.198376842,0.208930018,0.187823665
18.8,5.5,0.175096047,0.025756915,0.27537714,0.23266282,0.28653381,0.342085536,0.239331516,0.15161309,0.19108912,0.064052954,0.198359895,0.233485527,0.163234263
19.6,7.5,0.161645619,0.039107759,0.246434603,0.28965821,0.244500649,0.348021939,0.272955933,0.152015686,0.167342394,0.05780481,0.19794876,0.21857584,0.177321681
18.6,9.5,0.2095407,0.070116177,0.247481829,0.25510544,0.255423326,0.306584643,0.238218736,0.177727872,0.154541938,0.062884205,0.197762487,0.221041306,0.174483667
18.6,5.5,0.174081209,0.050877498,0.315507164,0.243458572,0.309847881,0.329393272,0.216720218,0.11788169,0.164542324,0.054369595,0.197667942,0.236139759,0.159196125
16,10.5,0.094688482,0.069727798,0.319444119,0.204118313,0.355414903,0.259463255,0.306966231,0.12896473,0.054611328,0.18287453,0.197627369,0.226225013,0.169029725
14,7.9,0.176810682,0.112007924,0.232554074,0.191435958,0.217877146,0.123545731,0.227302989,0.273217122,0.181277433,0.236497234,0.197252629,0.207164465,0.187340794
18.2,3.9,0.150689055,0.051687744,0.319204165,0.232731826,0.335830303,0.258621235,0.205139175,0.121551093,0.205521975,0.091330194,0.197230677,0.243276935,0.151184418
18.4,4.3,0.190611644,0.045787958,0.31077762,0.211584186,0.300770751,0.315878611,0.193815331,0.161074454,0.172099041,0.069649797,0.197204939,0.233614877,0.160795001
16.8,2.3,0.251522858,0.0763777,0.271178913,0.280324292,0.317271783,0.171062566,0.208032339,0.143969245,0.193145001,0.058266588,0.197115129,0.248230179,0.146000078
19,3.9,0.186869696,0.079230911,0.293547933,0.212755776,0.302834932,0.286188332,0.210573978,0.142623139,0.170870233,0.085193827,0.197068876,0.232939354,0.161198397
19.6,7.1,0.181364114,0.095945082,0.241334509,0.272021981,0.256897386,0.320690391,0.273067438,0.129167526,0.162082658,0.034920656,0.196749174,0.222949221,0.170549127
19.2,4.7,0.174242658,0.036466774,0.291738871,0.2097918,0.305141225,0.324349877,0.243144131,0.122694838,0.179443986,0.079420901,0.196643506,0.238742174,0.154544838
17.4,3.1,0.223953138,0.043818238,0.284673069,0.28505275,0.306640449,0.236796797,0.16572789,0.127057272,0.215310031,0.077345321,0.196637496,0.239260915,0.154014076
18.2,3.5,0.150467633,0.073014987,0.301908556,0.224807263,0.310736028,0.319223338,0.20567702,0.085988546,0.202638003,0.089012758,0.196347413,0.234285448,0.158409378
17.2,3.1,0.179156528,0.077509353,0.28711076,0.256409947,0.322527006,0.225742732,0.183082025,0.136111179,0.207867296,0.087303324,0.196282015,0.235948723,0.156615307
18.4,3.5,0.19518497,0.056428167,0.297823083,0.222341131,0.305069127,0.271961278,0.18318889,0.127491447,0.223432117,0.077637994,0.19605582,0.240939637,0.151172003
18.8,4.3,0.198151301,0.051890526,0.307085047,0.196125063,0.293176103,0.29768664,0.214853452,0.132094552,0.209086363,0.060371983,0.196052103,0.244470453,0.147633753
19.2,9.5,0.186618815,0.01728225,0.232775969,0.318007177,0.253565978,0.29210345,0.253549975,0.158381496,0.179726247,0.068348881,0.196036024,0.221247397,0.170824651
16,11.7,0.073078151,0.063189972,0.319959292,0.221232497,0.340111799,0.276689865,0.277588118,0.11283792,0.089008176,0.186363707,0.19600595,0.219949107,0.172062792
19,5.9,0.202480195,0.033302148,0.263250499,0.241030857,0.26886334,0.340951882,0.242281625,0.147492982,0.123343757,0.095596064,0.195859335,0.220043883,0.171674787
15.8,9.5,0.091751003,0.111180948,0.310528496,0.172692557,0.333469471,0.26143504,0.268800357,0.127570325,0.108728035,0.17239013,0.195854636,0.222655472,0.1690538
14.6,4.7,0.10675484,0.092030989,0.348839238,0.256362375,0.319528184,0.235970122,0.13232107,0.158985431,0.178993453,0.128376601,0.19581623,0.217287357,0.174345104
16,9.5,0.073057151,0.127530846,0.318444495,0.206063578,0.357134203,0.236673355,0.253480683,0.16832304,0.045207693,0.170648443,0.195656349,0.209464845,0.181847852
17.6,4.3,0.185358876,-0.003307807,0.270738117,0.236439825,0.280849036,0.299317841,0.185204033,0.191446196,0.208588633,0.098748806,0.195338356,0.226147739,0.164528972
14.4,9.1,0.249015875,0.103400551,0.225216584,0.180197532,0.178740573,0.073291263,0.2454739,0.305221594,0.14640531,0.242647363,0.194961055,0.208970448,0.180951661
15.4,8.7,0.056970335,0.079324269,0.324098266,0.224058188,0.352452149,0.252658914,0.247842764,0.165202607,0.08993454,0.157026865,0.19495689,0.214259611,0.175654169
17.8,3.9,0.195593703,0.005910484,0.283500795,0.298670413,0.293418451,0.276715965,0.192747111,0.141008284,0.211117353,0.050724309,0.194940687,0.235275483,0.154605891
19.4,4.7,0.13046284,0.085843998,0.260342316,0.204717687,0.28586587,0.310674288,0.248759271,0.102168196,0.26500431,0.055527229,0.194936601,0.238086921,0.15178628
8,2.9,0.294600879,0.112770286,0.381558724,0.189388133,0.268406624,0.13446119,0.139637841,0.125801239,0.125105935,0.175818589,0.194754944,0.241862001,0.147647887
18.6,7.1,0.159851846,0.002215462,0.304141203,0.294336454,0.300456768,0.340744178,0.220858863,0.130680681,0.138961625,0.0549473,0.194719438,0.224854061,0.164584815
19.4,7.1,0.152940216,0.05625803,0.238436259,0.298011,0.264237861,0.275863187,0.273594402,0.161472228,0.16408877,0.060665382,0.194556734,0.218659502,0.170453965
18.8,5.9,0.166571667,0.066794959,0.270123032,0.271423975,0.268462587,0.360748101,0.224435847,0.128309674,0.144547916,0.044008554,0.194542631,0.21482821,0.174257053
18,2.5,0.175672971,0.10313035,0.288429654,0.233935523,0.301213329,0.192415712,0.244778562,0.08236972,0.230711954,0.091374921,0.19440327,0.248161294,0.140645245
19,6.3,0.183737211,0.002788796,0.264152694,0.223488375,0.261845201,0.352205414,0.215619256,0.170019904,0.172111454,0.097822653,0.194379096,0.219493163,0.169265028
18.4,8.3,0.132720158,0.005130555,0.27499254,0.282259258,0.263933092,0.346734987,0.229444482,0.165400832,0.156282277,0.086460556,0.194335874,0.21147451,0.177197238
15,2.3,0.134187191,0.159627606,0.253941354,0.21435954,0.282684112,0.207891349,0.146553858,0.185844673,0.197202957,0.158080506,0.194037315,0.202913894,0.185160735
16.2,9.1,0.094877061,0.053495916,0.3331413,0.229395145,0.357703154,0.252855737,0.281784865,0.132102614,0.062370675,0.141850544,0.193957701,0.225975411,0.161939991
19.4,7.9,0.14675712,0.00035296,0.262503559,0.268250086,0.246222292,0.308094527,0.287002383,0.202672332,0.164694178,0.052592706,0.193914214,0.221435906,0.166392522
14.8,5.5,0.128623878,0.053163419,0.341560195,0.231858825,0.313266196,0.257170766,0.152057038,0.156557042,0.159055693,0.144482844,0.19377959,0.2189126,0.168646579
15.2,1.9,0.170720127,0.141961997,0.235319862,0.213804588,0.285015852,0.206232715,0.196092453,0.176727662,0.181201663,0.129588039,0.193666496,0.213669991,0.173663
14.2,4.3,0.127732356,0.103328857,0.299587508,0.19181785,0.240132718,0.172640751,0.156753847,0.242302185,0.205244553,0.196494833,0.193603546,0.205890196,0.181316895
19.4,6.3,0.169243701,0.084042629,0.231945124,0.277751373,0.238238795,0.317882102,0.246771175,0.122563352,0.182142235,0.064311255,0.193489174,0.213668206,0.173310142
15.2,2.3,0.134233722,0.208802223,0.25517677,0.255480819,0.2605988,0.132977997,0.139601254,0.150175981,0.225260923,0.171649109,0.19339576,0.202974294,0.183817226
15,4.3,0.135415049,0.082813839,0.35056143,0.1977393,0.25038935,0.174564149,0.14110582,0.170899534,0.17230949,0.257484595,0.193328256,0.209956228,0.176700283
18,8.3,0.251965724,-0.008734683,0.232901669,0.25767367,0.232542387,0.346911716,0.210205516,0.175002447,0.162814956,0.070208952,0.193149235,0.21808605,0.16821242
18.8,3.1,0.148143747,0.074585843,0.294575516,0.199958634,0.302952093,0.262782186,0.223666096,0.14391391,0.228879034,0.051330528,0.193078759,0.239643297,0.14651422
15.6,7.1,0.064483236,0.049532788,0.335901335,0.264802877,0.317284179,0.240517052,0.23462845,0.158252704,0.091749467,0.172800428,0.192995252,0.208809333,0.17718117
17.6,2.7,0.160278011,0.12099026,0.279606607,0.262277561,0.293149466,0.221007183,0.203477618,0.110082255,0.18543678,0.093014482,0.192932022,0.224389696,0.161474348
17,2.7,0.138635496,-0.005269301,0.290313429,0.331012058,0.338720201,0.225979452,0.179559088,0.120123202,0.211702237,0.098257208,0.192903307,0.23178609,0.154020524
19,7.5,0.158248445,-0.022382616,0.262162244,0.304770834,0.263985846,0.362664947,0.242729046,0.162156395,0.1327091,0.060903858,0.19279481,0.211966936,0.173622684
15.6,8.7,0.081042556,0.06341594,0.316123227,0.231809427,0.344001892,0.260063398,0.228197926,0.148097357,0.062988188,0.19210775,0.192784766,0.206470758,0.179098774
19.4,9.5,0.168443415,0.042233841,0.215054951,0.294695395,0.22655087,0.337804061,0.270235744,0.150020417,0.14779574,0.074830405,0.192766484,0.205616144,0.179916824
19.2,5.5,0.164319182,0.079420898,0.285656946,0.202954578,0.30295679,0.313518145,0.230787338,0.104964489,0.169039433,0.07284314,0.192646094,0.230551938,0.15474025
15.4,5.9,0.134218594,0.089353124,0.356018356,0.226642071,0.33237142,0.215265309,0.171413717,0.149962607,0.131123147,0.119190089,0.192555843,0.225029047,0.16008264
19,3.5,0.118248091,0.059643868,0.302465073,0.177253546,0.312121605,0.26062447,0.214249704,0.158307844,0.235792609,0.086054558,0.192476137,0.236575416,0.148376857
20,9.7,0.188832442,0.077510827,0.212600116,0.33667572,0.211589797,0.314865475,0.274536054,0.135271041,0.136212333,0.035678869,0.192377267,0.204754148,0.180000386
18.8,4.7,0.143332187,0.030640574,0.303166622,0.239390194,0.312206183,0.334019214,0.23163986,0.092185794,0.186855838,0.049394798,0.192283126,0.235440138,0.149126115
16,6.7,0.133350302,0.050181015,0.328457561,0.302283156,0.308009623,0.233650622,0.197911673,0.122045918,0.108122736,0.136664491,0.19206771,0.215170379,0.16896504
15.2,7.1,0.082578874,0.096472436,0.352836837,0.209728796,0.307238427,0.213967555,0.223068368,0.170320684,0.104224579,0.158444078,0.191888063,0.213989417,0.16978671
14,8.3,0.133975919,0.092914639,0.240838879,0.248471259,0.350798771,0.099970586,0.2351703,0.219271288,0.091262773,0.206073406,0.191874782,0.210409328,0.173340236
19.8,9.9,0.181565087,0.068675092,0.239712042,0.225439172,0.225543481,0.313846247,0.31312435,0.130146833,0.183057218,0.03717505,0.191828457,0.228600436,0.155056479
16,9.9,0.116118582,0.065357164,0.331208099,0.214515041,0.392722371,0.225541461,0.226870941,0.122757203,0.053770314,0.169288091,0.191814927,0.224138061,0.159491792
17.8,7.9,0.250876032,-0.014794992,0.175222554,0.321899915,0.189301985,0.346941635,0.219207073,0.203679141,0.157885016,0.067828903,0.191804726,0.198498532,0.18511092
18.4,5.5,0.173812752,-0.004999026,0.310012678,0.252264936,0.30849358,0.314269751,0.215255705,0.128641014,0.174669937,0.044125351,0.191654668,0.23644893,0.146860405
18.2,4.7,0.198234993,-0.00661112,0.281504502,0.271235926,0.294034328,0.294917115,0.206613046,0.109385717,0.195741463,0.071194702,0.191625067,0.235225666,0.148024468
15.2,6.7,0.087319514,0.070417999,0.323534702,0.229284484,0.349161394,0.239186064,0.177095151,0.139594706,0.122186462,0.177564321,0.19153448,0.211859445,0.171209515
14,4.1,0.125924562,0.076945679,0.323710598,0.185006286,0.283885439,0.189991059,0.101140695,0.17372465,0.202904633,0.250166379,0.191339998,0.207513185,0.175166811
19,4.3,0.177108972,0.050671307,0.257494411,0.202209018,0.248883799,0.330306022,0.248643194,0.125231078,0.199270384,0.073523334,0.191334152,0.226280152,0.156388152
19.6,5.9,0.181012709,0.088065745,0.249827049,0.239517296,0.243682505,0.305534642,0.225349778,0.142041715,0.156213081,0.081630152,0.191287467,0.211217024,0.17135791
19.8,5.9,0.159614059,0.056322928,0.236322192,0.270177713,0.235727929,0.295735732,0.275663407,0.122102249,0.186551302,0.074393509,0.191261102,0.218775778,0.163746426
16.2,1.9,0.218136675,0.100394743,0.252391643,0.272327193,0.299891211,0.153641354,0.233975533,0.140460732,0.191100935,0.049479439,0.191179946,0.239099199,0.143260692
16.4,9.5,0.123968135,0.06756025,0.315364663,0.214358135,0.354974591,0.207052297,0.289721821,0.149987861,0.037953139,0.149967246,0.191090814,0.22439647,0.157785158
15.4,7.5,0.086391811,0.049209293,0.33573082,0.222863392,0.347220286,0.239948058,0.211363873,0.143835837,0.07532246,0.198560707,0.191044654,0.21120585,0.170883457
19.8,9.1,0.186019838,0.063000362,0.227933504,0.253325314,0.199126611,0.322569543,0.297157677,0.168763968,0.140048829,0.052399651,0.19103453,0.210057292,0.172011768
16.6,2.3,0.197253419,0.005007455,0.2690876,0.313303382,0.313229807,0.188489936,0.238408977,0.090081976,0.19304494,0.100102133,0.190800963,0.242204949,0.139396976
18.2,9.5,0.1866526,0.007773646,0.201424534,0.298269003,0.190429528,0.362491122,0.214423564,0.180517617,0.158104826,0.107296486,0.190738293,0.19020701,0.191269575
19.4,3.9,0.141951181,0.067034088,0.25612443,0.236311162,0.275390205,0.261221902,0.255604064,0.119814158,0.202941196,0.08970072,0.190609311,0.226402215,0.154816406
17.6,3.1,0.183332777,0.0028907,0.297460587,0.265125434,0.302555717,0.224365448,0.208566255,0.105270258,0.211157651,0.10479914,0.190552397,0.240614597,0.140490196
16.2,9.9,0.080215119,0.113949917,0.322560261,0.188961091,0.359178924,0.251532653,0.283058252,0.115833704,0.041728004,0.147343674,0.19043616,0.217348112,0.163524208
19.4,6.7,0.133684102,0.030456765,0.238710717,0.24002357,0.247369258,0.307768093,0.290699187,0.134720427,0.177813966,0.100742768,0.190198885,0.217655446,0.162742325
19.6,4.3,0.191331863,0.098226364,0.240440842,0.210975749,0.248838376,0.295555899,0.223034779,0.130925936,0.191103608,0.071031622,0.190146504,0.218949894,0.161343114
16.4,2.3,0.246679256,0.00098876,0.233275643,0.273478062,0.333625143,0.19445548,0.189775138,0.155973282,0.178112314,0.093596745,0.189995982,0.236293499,0.143698466
18.6,3.5,0.149913001,0.05170222,0.287935206,0.182648033,0.286479105,0.260110522,0.212313895,0.105141632,0.235846385,0.127075172,0.189916517,0.234497518,0.145335516
16.2,8.7,0.088425716,0.016522945,0.333104032,0.21190658,0.370040737,0.23398701,0.273016598,0.112651468,0.101690974,0.155512237,0.18968583,0.233255611,0.146116048
19.8,7.5,0.16570198,0.030703328,0.233324944,0.283527465,0.247419069,0.340682998,0.291097227,0.145448071,0.132794358,0.025827929,0.189652737,0.214067516,0.165237958
20,8.9,0.186059985,0.03709192,0.210343464,0.253397187,0.19750367,0.325753392,0.328936117,0.149748098,0.140563575,0.066200537,0.189559795,0.212681362,0.166438227
19,4.7,0.127704462,0.071372022,0.275948109,0.230476151,0.273026038,0.319313764,0.224927443,0.089822576,0.171864609,0.10907304,0.189352821,0.214694132,0.164011511
17.2,2.7,0.181356076,0.040409747,0.274426505,0.25959989,0.296955881,0.23191209,0.205937878,0.078893251,0.23657742,0.085516129,0.189158487,0.239050752,0.139266221
16,8.1,0.101630535,0.074139414,0.317112322,0.21447725,0.343674255,0.23113636,0.198577445,0.145654512,0.098682486,0.165520385,0.189060496,0.211935409,0.166185584
19.2,6.3,0.152911577,0.027094948,0.283291299,0.286638854,0.269346552,0.319359174,0.250209796,0.117178737,0.128507961,0.052644285,0.188718318,0.216853437,0.1605832
20,6.1,0.129569887,0.063803486,0.263729031,0.245768857,0.245896828,0.282537536,0.303449412,0.14418276,0.167868494,0.038910207,0.18857165,0.22210273,0.155040569
16.4,9.9,0.076564173,0.062959434,0.296645894,0.230020162,0.340090211,0.23329873,0.235727345,0.138668615,0.122224484,0.14936847,0.188556752,0.214250421,0.162863082
18.8,5.1,0.149914577,0.009341667,0.292814333,0.239794474,0.29106887,0.289487984,0.243405589,0.128130045,0.192651944,0.048649175,0.188525866,0.233971063,0.143080669
14.4,5.1,0.115858896,0.113075003,0.325554906,0.209251116,0.277495957,0.211312895,0.15533764,0.129696771,0.191822907,0.155019387,0.188442548,0.213214061,0.163671034
15.4,6.7,0.103729707,0.062723995,0.333015417,0.220786067,0.328444237,0.186039183,0.226751299,0.14510472,0.117067466,0.160365767,0.188402786,0.221801625,0.155003946
20,8.5,0.146739504,0.017312861,0.209561038,0.257524744,0.198462012,0.345984971,0.332745221,0.150812285,0.175327805,0.048907357,0.18833778,0.212567116,0.164108444
15.6,6.7,0.11506931,0.087881456,0.326786698,0.215159374,0.338800017,0.198602542,0.20618681,0.115321812,0.130616147,0.148842834,0.1883267,0.223491796,0.153161604
16,6.3,0.136022094,0.1337743,0.319287775,0.18052075,0.337532496,0.153646172,0.232278108,0.161023546,0.121499174,0.107424113,0.188300853,0.229323929,0.147277776
18.8,3.9,0.1559037,0.01316309,0.294259814,0.224217024,0.307468388,0.316234775,0.216046293,0.074823054,0.189291103,0.091387143,0.188279438,0.23259386,0.143965017
