G,speed,plvD_r,aecD_r,plvT_r,aecT_r,plvA_r,aecA_r,plvB_r,aecB_r,plvG_r,aecG_r,Average,PLVavg,AECavg
15.6,6.3,0.111091707,0.06137892,0.377097638,0.259506488,0.322872179,0.215897536,0.1576508,0.133334558,0.12720869,0.114851784,0.18808903,0.219184203,0.156993857
16,8.5,0.076523479,0.078448361,0.333706416,0.204627142,0.373026859,0.234402223,0.245674579,0.117812175,0.078495471,0.137872565,0.188058927,0.221485361,0.154632493
15.8,2.7,0.132833723,0.152576763,0.23176311,0.254856075,0.273485624,0.143869871,0.118858736,0.175369466,0.232731438,0.163784847,0.188012965,0.197934526,0.178091404
20,11.3,0.172799641,0.035928948,0.206390054,0.310651694,0.176034255,0.288003045,0.292825541,0.155414664,0.180221201,0.060384896,0.187865394,0.205654138,0.170076649
15.6,9.1,0.091288782,0.049135536,0.298903464,0.226696013,0.332937349,0.233530135,0.221869178,0.135751078,0.079896102,0.207970552,0.187797819,0.204978975,0.170616663
20,6.5,0.148824935,0.044334919,0.240023416,0.24990983,0.234206497,0.307668296,0.304673356,0.121214719,0.166068236,0.060328217,0.187725242,0.218759288,0.156691196
16,6.5,0.120767641,0.129077476,0.373566813,0.214342615,0.310225633,0.176570012,0.151562746,0.138529896,0.1569805,0.104788307,0.187641164,0.222620667,0.152661661
19.8,8.3,0.167416321,0.079483563,0.210810163,0.307928483,0.203139919,0.312885636,0.28684267,0.140125226,0.126763853,0.040188699,0.187558453,0.198994585,0.176122321
16.2,9.5,0.077158669,0.120622275,0.313241307,0.213433233,0.3534855,0.264313206,0.250619669,0.135875901,0.006867791,0.139383284,0.187500084,0.200274587,0.17472558
15.4,8.3,0.076258719,0.045012787,0.330394034,0.242721712,0.353657021,0.205862758,0.229730663,0.138923593,0.070687434,0.179373414,0.187262214,0.212145574,0.162378853
14.8,3.9,0.181722224,0.084820305,0.301502654,0.21288642,0.223211918,0.127804431,0.13968737,0.179643775,0.23388236,0.185417833,0.187057929,0.216001305,0.158114553
19.4,5.5,0.173696724,0.029822634,0.285078983,0.236710901,0.282580796,0.247496486,0.256706664,0.108017517,0.152856069,0.096699849,0.186966662,0.230183847,0.143749477
19.8,5.1,0.156331032,0.079384403,0.270661674,0.168740881,0.242026235,0.302013905,0.268010929,0.105876212,0.186239039,0.084441765,0.186372608,0.224653782,0.148091433
17,2.3,0.168769742,0.013617474,0.282904701,0.276287146,0.326285293,0.183358115,0.230905628,0.109666785,0.200773998,0.070916649,0.186348553,0.241927872,0.130769234
18,2.7,0.165518446,0.061094741,0.324977464,0.231963108,0.337747301,0.173363405,0.179158881,0.114030023,0.207390497,0.067981438,0.18632253,0.242958518,0.129686543
15.8,8.3,0.102197615,0.083936121,0.316354287,0.215289752,0.31459598,0.225486634,0.23514621,0.129317898,0.083778495,0.15589111,0.18619941,0.210414517,0.161984303
15.2,9.5,0.086584237,0.031487619,0.301249816,0.187106708,0.381523035,0.213898537,0.265952373,0.144098749,0.099344826,0.149582013,0.186082791,0.226930857,0.145234725
15.2,7.5,0.087991099,0.03207442,0.362046711,0.209568088,0.326436027,0.204099353,0.2092672,0.147775406,0.08858004,0.192573162,0.186041151,0.214864215,0.157218086
15.2,9.9,0.067601945,0.07914371,0.280109005,0.251772334,0.33548909,0.216183448,0.272174037,0.144482134,0.062366374,0.150801387,0.186012346,0.20354809,0.168476603
17.8,2.3,0.152636307,0.090917483,0.290267825,0.185890801,0.303866007,0.194953057,0.238459206,0.122040636,0.184404407,0.096257594,0.185969332,0.23392675,0.138011914
14.4,8.7,0.087466722,0.091757944,0.301448731,0.182487119,0.386566447,0.190608428,0.228309455,0.168179922,0.083322741,0.139531094,0.18596786,0.217422819,0.154512901
19.4,4.3,0.151681308,0.069300448,0.247949368,0.204054518,0.261208562,0.31306216,0.265980408,0.098686099,0.186693766,0.061040729,0.185965737,0.222702682,0.149228791
12,1.3,0.220474625,0.184210014,0.27244326,0.26655093,0.234242688,0.110426934,0.237051467,0.163077031,0.120787371,0.049956116,0.185922044,0.216999882,0.154844205
20,10.1,0.155500178,0.029386206,0.186323569,0.324108863,0.162661978,0.300524787,0.319091885,0.119555913,0.209618073,0.052413971,0.185918542,0.206639137,0.165197948
20,8.1,0.100676741,0.007889275,0.215152524,0.282215894,0.209823851,0.354265735,0.298320307,0.181836119,0.168722095,0.040243674,0.185914622,0.198539104,0.173290139
17.2,2.3,0.171176843,0.045469714,0.288354223,0.247285835,0.333115901,0.195689844,0.224114314,0.111335625,0.155476129,0.086299764,0.185831819,0.234447482,0.137216156
14.8,9.9,0.068137622,0.04865447,0.304447949,0.199074,0.370278473,0.228402611,0.241020898,0.185432154,0.065197901,0.147251584,0.185789766,0.209816569,0.161762964
20,7.7,0.136448675,0.05131862,0.224128311,0.251900463,0.225109767,0.311925234,0.300192308,0.132015262,0.174886056,0.048554056,0.185647875,0.212153023,0.159142727
16,7.5,0.121925837,0.048887834,0.324760437,0.248086142,0.343802329,0.200045106,0.21732442,0.118986001,0.10440196,0.127469369,0.185568944,0.222442997,0.14869489
15.4,9.9,0.056007415,0.108086951,0.305699055,0.184973499,0.369748526,0.23318969,0.259675658,0.141267085,0.059784795,0.136554836,0.185498751,0.21018309,0.160814412
16.4,8.3,0.135036593,0.065902941,0.338087546,0.207069604,0.350735187,0.190602121,0.23995084,0.159843806,0.061998873,0.105429303,0.185465681,0.225161808,0.145769555
14,7.5,0.111204053,0.049346723,0.306877556,0.197537958,0.347100563,0.122372804,0.204871366,0.258686874,0.067005818,0.189318006,0.185432172,0.207411871,0.163452473
15.8,6.7,0.152691693,0.10315532,0.328115881,0.187103697,0.318039442,0.221933637,0.20307633,0.122550181,0.10128631,0.114698831,0.185265132,0.220641931,0.149888333
16,8.3,0.093346553,0.036974923,0.301211163,0.212619132,0.344347439,0.231405804,0.260233919,0.176604294,0.087533894,0.108145205,0.185242233,0.217334594,0.153149872
15.2,6.3,0.093543813,0.047944289,0.365412204,0.258164599,0.33011292,0.178971776,0.190764467,0.13767244,0.120908901,0.128903495,0.18523989,0.220148461,0.15033132
16.2,7.9,0.151349697,0.004446014,0.324382317,0.222961183,0.323307042,0.213409481,0.263975596,0.167827991,0.068277555,0.112044255,0.185198113,0.226258441,0.144137785
15.2,7.9,0.06619824,0.086244704,0.36097979,0.180194686,0.302356329,0.266837488,0.212309717,0.106763821,0.100279818,0.169449614,0.185161421,0.208424779,0.161898063
18.6,4.3,0.177305441,-0.016054341,0.277762843,0.223046555,0.276519344,0.328450778,0.221212233,0.127101258,0.215748713,0.020294549,0.185138737,0.233709715,0.13656776
19.8,8.7,0.164291682,0.020668882,0.228523752,0.288977916,0.20441183,0.350667109,0.28161058,0.143264503,0.134223137,0.034495083,0.185113447,0.202612196,0.167614699
18.4,3.9,0.188605693,-0.008667989,0.314664758,0.225606361,0.306652266,0.252193734,0.189055204,0.126445384,0.19743381,0.058351811,0.185034103,0.239282346,0.13078586
17.4,1.9,0.179011833,0.089380821,0.270268174,0.228710657,0.298716371,0.145832693,0.248252465,0.14137839,0.165684347,0.082070545,0.18493063,0.232386638,0.137474621
18.2,2.7,0.160190418,0.041456327,0.303442482,0.17357576,0.292238768,0.252282596,0.20145265,0.138990933,0.239710197,0.045475059,0.184881519,0.239406903,0.130356135
15.4,9.1,0.073432741,0.03561161,0.340782009,0.223313378,0.339070481,0.203220918,0.237715479,0.176074969,0.054229676,0.164511939,0.18479632,0.209046077,0.160546563
19,3.1,0.163584781,0.069248094,0.265821421,0.204919178,0.28852054,0.235258815,0.217673417,0.120137277,0.189936198,0.091670149,0.184676987,0.225107271,0.144246703
14.2,5.5,0.11101623,0.090081871,0.346366077,0.165739892,0.321882691,0.157962128,0.187772099,0.129861967,0.166916287,0.168154099,0.184575334,0.226790677,0.142359991
18.2,3.1,0.1343914,0.040871732,0.321014409,0.211661521,0.332129016,0.225408381,0.208789413,0.111417602,0.198984095,0.060088643,0.184475621,0.239061667,0.129889576
15.4,9.5,0.036856051,0.024626767,0.281399194,0.200287444,0.387379372,0.239068727,0.281021472,0.185234078,0.058511452,0.149491481,0.184387604,0.209033508,0.159741699
20,10.5,0.117278687,0.068232082,0.183099483,0.28823048,0.174664342,0.311671982,0.311945159,0.158352682,0.149946962,0.07997844,0.18434003,0.187386927,0.181293133
16,1.9,0.232135499,0.081658242,0.236271794,0.289106999,0.299594161,0.125730962,0.221515796,0.144103508,0.132295619,0.080372751,0.184278533,0.224362574,0.144194492
18.6,3.1,0.134556641,0.096229557,0.288305784,0.195688793,0.292907197,0.216276739,0.21926579,0.131712851,0.196906841,0.070779135,0.184262933,0.226388451,0.142137415
14.8,5.9,0.071949959,0.133194214,0.394086882,0.156553744,0.317387992,0.237125777,0.138489213,0.093856243,0.142678338,0.155299441,0.18406218,0.212918477,0.155205884
15.6,8.3,0.084984766,0.054209521,0.335381049,0.18313891,0.34996102,0.234151477,0.194805594,0.139140758,0.097086149,0.167293256,0.18401525,0.212443716,0.155586784
20,10.9,0.155547247,0.043043543,0.191884278,0.309213266,0.199436877,0.270048783,0.279049336,0.173855599,0.159262373,0.058305692,0.183964699,0.197036022,0.170893377
15.6,7.9,0.100272818,0.054059332,0.311503682,0.230024954,0.315532656,0.223415782,0.250505432,0.132889876,0.078000432,0.1428301,0.183903506,0.211163004,0.156644009
17.8,3.1,0.171906786,0.03863736,0.30686911,0.226937077,0.307237321,0.222944538,0.181634777,0.090184423,0.224622104,0.067725913,0.183869941,0.23845402,0.129285862
16,8.9,0.078882439,0.054776669,0.315509096,0.244537017,0.340770818,0.232707445,0.246808551,0.139387694,0.056782724,0.127403813,0.183756627,0.207750726,0.159762528
18,2.3,0.197855215,0.058603079,0.319303768,0.161518148,0.321480051,0.181154401,0.206111181,0.141679641,0.177117102,0.072378704,0.183720129,0.244373463,0.123066795
15.2,8.7,0.075143111,0.102158484,0.296257374,0.196078972,0.364085673,0.173838788,0.240444498,0.184537028,0.043955029,0.159042695,0.183554165,0.203977137,0.163131193
22,9.7,0.14487312,0.141752176,0.204643633,0.26106266,0.201128801,0.30519386,0.298101932,0.098892679,0.173115182,0.006314057,0.18350781,0.204372534,0.162643086
15.6,9.9,0.070332766,0.07615238,0.31391179,0.217856654,0.32361143,0.206196426,0.249253542,0.148380366,0.060053616,0.167554841,0.183330381,0.203432629,0.163228133
14.8,6.7,0.100052661,0.063132283,0.352597002,0.193337804,0.325360842,0.192344783,0.189335936,0.125047917,0.106645583,0.185356383,0.183321119,0.214798405,0.151843834
20,7.3,0.190046983,0.014921412,0.243818907,0.253065603,0.220430069,0.30054581,0.293031051,0.097209645,0.135074779,0.084758181,0.183290244,0.216480358,0.15010013
17.4,2.3,0.18234882,0.106468339,0.278016858,0.214930378,0.309072311,0.15834227,0.19836136,0.131805207,0.202618208,0.050008628,0.183197238,0.234083511,0.132310964
14,5.1,0.086341251,0.130698134,0.322452245,0.203229973,0.266499021,0.171908356,0.132902545,0.188456127,0.164600363,0.16432603,0.183141405,0.194559085,0.171723724
14.6,5.5,0.072686797,0.042293387,0.345139703,0.212933365,0.33811802,0.191759191,0.151268145,0.18825042,0.146666975,0.142040694,0.18311567,0.210775928,0.155455411
19.8,7.1,0.155750455,-0.047364664,0.230205997,0.264474008,0.235890418,0.356241764,0.290034942,0.162924727,0.147825641,0.032352905,0.182833619,0.211941491,0.153725748
18.8,3.5,0.201730201,0.060406148,0.274336741,0.128654188,0.276834891,0.236863887,0.210319313,0.123378074,0.228869831,0.084967876,0.182636115,0.238418195,0.126854035
22,11.3,0.109187644,0.118418693,0.217096843,0.239591249,0.213578502,0.307576599,0.340221147,0.076699849,0.161383978,0.038670528,0.182242503,0.208293623,0.156191384
20,6.9,0.115335207,0.035258146,0.233588565,0.250542265,0.218179509,0.331529223,0.260467363,0.163181168,0.154016293,0.05967109,0.182176883,0.196317387,0.168036378
19.4,2.7,0.143392181,0.058910845,0.266907527,0.155291294,0.278248837,0.232956205,0.238386982,0.095274596,0.24110495,0.111010524,0.182148394,0.233608095,0.130688693
16.6,8.3,0.135923786,0.070561449,0.326680176,0.194939578,0.334938261,0.179378531,0.272327071,0.142015181,0.053868813,0.109900855,0.18205337,0.224747621,0.139359119
19,8.7,0.187301853,-0.004949165,0.240967777,0.259210188,0.264145398,0.274564198,0.199719016,0.193286204,0.136094288,0.069779713,0.182011947,0.205645666,0.158378228
19.4,3.1,0.155397399,0.058247014,0.262410705,0.164390489,0.292742857,0.247212996,0.215198771,0.096394944,0.251278636,0.075717071,0.181899088,0.235405674,0.128392503
15,7.1,0.086138499,0.115336044,0.319310572,0.150792721,0.307407584,0.192940563,0.218243988,0.18247234,0.092632404,0.153160542,0.181843526,0.204746609,0.158940442
15.6,2.7,0.138633397,0.227040438,0.241584865,0.242265828,0.238971931,0.138658899,0.073940899,0.175320518,0.194595698,0.147308936,0.181832141,0.177545358,0.186118924
14.4,8.3,0.092407091,0.043567287,0.321435471,0.144836512,0.381869557,0.174053259,0.264362381,0.177995837,0.074586818,0.141189135,0.181630335,0.226932264,0.136328406
15.8,9.9,0.0766617,0.031228882,0.292748636,0.19382736,0.342530723,0.217150649,0.278584684,0.180388229,0.031065856,0.171732326,0.181591905,0.20431832,0.158865489
20,5.3,0.153988774,0.044795641,0.255039774,0.219281512,0.247678021,0.29679084,0.272573907,0.085846353,0.193020117,0.046762709,0.181577765,0.224460119,0.138695411
14.6,6.3,0.105155677,0.100126503,0.322399378,0.18229374,0.287182781,0.166067906,0.208918928,0.162858445,0.143946172,0.13676926,0.181571879,0.213520587,0.149623171
15.8,7.9,0.084649449,0.090554429,0.292550926,0.186032169,0.335639155,0.246825717,0.200702976,0.132639024,0.099735818,0.146108283,0.181543795,0.202655665,0.160431924
22,7.7,0.176140656,0.03950721,0.238506562,0.229609601,0.233833257,0.27150172,0.303864678,0.109657818,0.17394212,0.035963953,0.181252758,0.225257455,0.13724806
14.8,5.1,0.111723298,0.104891742,0.382335976,0.216120453,0.245739337,0.200665702,0.107438551,0.123958778,0.176611016,0.142414732,0.181189959,0.204769636,0.157610281
16,6.1,0.144012832,0.073074297,0.358377651,0.207531841,0.326050224,0.162417141,0.182238211,0.160577256,0.094259208,0.101499686,0.181003835,0.220987625,0.141020044
15.2,9.1,0.080273285,0.131792192,0.320414971,0.193268685,0.301510315,0.196021213,0.218459858,0.174416661,0.039949216,0.153053797,0.180916019,0.192121529,0.16971051
19.6,6.3,0.131256563,0.005792959,0.243597418,0.208228212,0.266404362,0.303532355,0.264393019,0.154978095,0.176938296,0.052543392,0.180766467,0.216517932,0.145015003
15.6,9.5,0.08281813,0.142589644,0.275664751,0.213844192,0.342778881,0.210848289,0.243156296,0.139480014,-0.006120881,0.161086118,0.180614543,0.187659435,0.173569651
14.4,5.9,0.093656994,0.078144305,0.344669728,0.168633473,0.330829541,0.186707231,0.135703778,0.147747096,0.154986365,0.163444841,0.180452335,0.211969281,0.148935389
18,7.9,0.184875546,0.005179998,0.18122903,0.315418629,0.182643378,0.278751268,0.20597433,0.183260618,0.14566631,0.12031874,0.180331785,0.180077719,0.180585851
19.4,5.9,0.138085457,-0.008815139,0.263557739,0.230050405,0.282134844,0.272458857,0.262833179,0.155260349,0.171391539,0.032579608,0.179953684,0.223600552,0.136306816
15.6,7.5,0.112921987,0.083955537,0.321919503,0.207740782,0.302212351,0.22522642,0.185927392,0.133787981,0.08949873,0.135661095,0.179885178,0.202495993,0.157274363
14.4,7.5,0.096120789,0.090764858,0.293537446,0.169261301,0.362470024,0.218180134,0.181380402,0.178566253,0.055807618,0.152515213,0.179860404,0.197863256,0.161857552
14.6,5.1,0.096968133,0.104955044,0.325692882,0.189088422,0.284984019,0.218781778,0.135495478,0.132883266,0.1770254,0.132599959,0.179847438,0.204033182,0.155661694
14.6,4.3,0.131675794,0.11503772,0.353692632,0.216775106,0.24920308,0.163438513,0.059608874,0.136861448,0.214892444,0.154458653,0.179564426,0.201814565,0.157314288
14.4,9.5,0.145673982,0.135513543,0.152861759,0.193909946,0.098156089,0.098533763,0.235322738,0.28225806,0.195456741,0.256503219,0.179418984,0.165494262,0.193343706
15.2,8.3,0.061816206,0.007771927,0.309545188,0.185470989,0.352941807,0.209476511,0.246653177,0.171667258,0.081251202,0.167033669,0.179362793,0.210441516,0.148284071
14,3.5,0.123316424,0.099079016,0.359801489,0.192835766,0.216777983,0.197055753,0.089712276,0.131684182,0.227654632,0.155672529,0.179359005,0.203452561,0.155265449
15.4,6.3,0.091646129,0.109049511,0.322441901,0.187713516,0.330909924,0.191140712,0.166518804,0.142477741,0.127072964,0.123830334,0.179280154,0.207717944,0.150842363
12,4.1,0.120552363,0.05965195,0.33865991,0.210082564,0.236670985,0.126014836,0.125169376,0.189252273,0.248107656,0.138468783,0.17926307,0.213832058,0.144694081
19.6,9.9,0.1205869,0.029489623,0.214865433,0.27821976,0.227861812,0.316126009,0.283380064,0.14315885,0.172216859,0.004348663,0.179025397,0.203782214,0.154268581
14.8,8.7,0.07958401,0.031989911,0.328408232,0.182093623,0.384326943,0.193697681,0.247161533,0.158280451,0.059970131,0.124452356,0.178996487,0.21989017,0.138102804
15.8,8.7,0.068217459,0.039994875,0.312909861,0.229772438,0.338409771,0.232291096,0.220580556,0.128313907,0.054779358,0.163520237,0.178878956,0.198979401,0.158778511
22,11.7,0.100154813,0.076903282,0.206212529,0.255323491,0.209378643,0.281554952,0.325607023,0.135146381,0.163962612,0.033901538,0.178814526,0.201063124,0.156565929
22,8.5,0.090145236,0.0861717,0.231500556,0.238976051,0.223778135,0.330174151,0.286417038,0.100003524,0.148643667,0.052143589,0.178795365,0.196096926,0.161493803
15,7.9,0.062449572,0.045592194,0.340599562,0.209333488,0.33277938,0.190358464,0.202609523,0.176964669,0.079085523,0.145469248,0.178524162,0.203504712,0.153543613
15.4,7.9,0.116545502,0.067561763,0.316965228,0.230101871,0.316083694,0.179487206,0.219259139,0.123870053,0.063267097,0.150699916,0.178384147,0.206424132,0.150344162
22,10.5,0.174208029,0.044599126,0.215726596,0.24580377,0.226304885,0.289395689,0.300182364,0.097772025,0.149121305,0.040370531,0.178348432,0.213108636,0.143588228
14.2,4.7,0.057086619,0.070767113,0.333743996,0.192859516,0.268628735,0.224989362,0.118652579,0.176711525,0.211025755,0.12787948,0.178234468,0.197827537,0.158641399
15.8,5.5,0.132463527,0.040246435,0.334814662,0.208648856,0.331543111,0.125046473,0.181474658,0.140367799,0.167317741,0.117193958,0.177911722,0.22952274,0.126300704
14.6,7.9,0.077109236,0.110901117,0.30680808,0.134606849,0.349425269,0.183776898,0.239555916,0.157405005,0.08235568,0.135093938,0.177703799,0.211050836,0.144356761
28,7.3,0.111884278,0.030794064,0.236637283,0.215728457,0.227407166,0.322456562,0.273897623,0.112296909,0.179417956,0.066062983,0.177658328,0.205848861,0.149467795
20,4.1,0.163979675,0.083305774,0.256813099,0.183285143,0.257741418,0.22152487,0.263954816,0.084181058,0.221429053,0.037833055,0.177404796,0.232783612,0.12202598
14.8,9.1,0.095542095,0.043927795,0.290552578,0.19014502,0.386235463,0.222145494,0.21895661,0.156318291,0.073066811,0.096818797,0.177370895,0.212870711,0.141871079
15,7.5,0.09006735,0.037167101,0.324495965,0.195865905,0.343308077,0.225699585,0.208754858,0.123331041,0.053674863,0.170781378,0.177314612,0.204060223,0.150569002
15,6.3,0.099593122,0.080266623,0.354630991,0.219571517,0.327221432,0.163337941,0.156822713,0.113641502,0.113204542,0.143445545,0.177173593,0.21029456,0.144052626
15.6,5.5,0.155045959,0.053207349,0.328420369,0.209155705,0.306544507,0.146029809,0.184800448,0.138717194,0.135235536,0.114477294,0.177163417,0.222009364,0.13231747
